name,group,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29
"writes, organization, date, subject, lines, apr, path, gmt, windows, references",D530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92630945638,0,0,0,0,0,0,0,0,0,0.067071158277,0,0,0,530
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,531
"max, newsgroups, lines, apr, path, date, organization, subject, windows, gmt",D532,0,0,0,0.273370641275,0,0,0,0,0,0,0,0,0,0,0.0406184513968,0,0,0,0,0,0,0,0.0596771995478,0,0,0,0,0,0,0.617836975754,532
"max, image, lines, jpeg, newsgroups, date, gmt, windows, file, organization",D533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989377289377,0,0,0,0,0,0,0,0,0,0,0,0,533
"writes, lines, file, apr, newsgroups, organization, date, path, article, subject",D534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982738095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
"organization, apr, one, newsgroups, path, subject, gmt, jesus, lines, date",D535,0,0,0,0,0.445252470554,0,0.240379321138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302039441185,0,0,0,0,0,0,535
"path, newsgroups, date, subject, organization, apr, lines, gmt, god, references",D536,0,0,0,0,0,0,0.975213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536
"max, b8f, organization, apr, god, lines, one, newsgroups, path, subject",D537,0,0,0,0,0,0,0.0904932190605,0,0,0,0,0,0.905041071211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537
"god, references, newsgroups, windows, gmt, organization, apr, lines, subject, writes",D538,0,0,0,0,0,0,0.648915909937,0,0,0,0,0,0,0,0,0,0.34575075673,0,0,0,0,0,0,0,0,0,0,0,0,0,538
"windows, writes, lines, apr, newsgroups, date, organization, path, mouse, subject",D539,0,0,0,0,0,0,0,0.467172992675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527432016959,0,0,0,0,0,0,0,539
"max, lines, newsgroups, organization, apr, date, path, subject, windows, gmt",D540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984153005464,540
"windows, writes, one, apr, newsgroups, organization, path, subject, gmt, jesus",D541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93320500006,0,0,0,0,0,0,0.0592681182198,0,0,0,0,0,0,541
"max, a86, windows, b8f, 1d9, newsgroups, lines, subject, path, organization",D542,0,0,0,0,0,0.975833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542
"apr, lines, organization, newsgroups, date, subject, path, would, one, references",D543,0,0,0,0,0.295133665992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701290344226,0,0,0,0,0,543
"organization, date, subject, apr, lines, path, gmt, newsgroups, windows, references",D544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991131498471,0,0,0,544
"would, max, lines, newsgroups, date, path, subject, writes, one, gmt",D545,0,0,0.990235690236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545
"a86, university, b8f, organization, date, subject, apr, lines, gmt, path",D546,0,0,0,0,0,0,0,0,0,0,0.650034895441,0,0,0,0,0.0818672837427,0,0,0,0,0,0,0,0,0,0,0.258819470301,0,0,0,546
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990136054422,0,0,0,0,0,0,0,0,0,0,0,0,0,547
"max, god, files, windows, date, subject, a86, newsgroups, one, path",D548,0,0.992328042328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548
"god, references, newsgroups, windows, gmt, organization, apr, lines, subject, writes",D549,0,0,0,0,0,0,0.655085941312,0,0,0,0,0,0,0,0,0,0.337789376754,0,0,0,0,0,0,0,0,0,0,0,0,0,549
"max, b8f, lines, organization, a86, apr, newsgroups, date, path, subject",D550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983040935672,0,0,0,0,0,0,0,0,0,550
"windows, subject, apr, path, date, organization, writes, newsgroups, lines, gmt",D551,0,0,0,0,0,0,0,0,0,0.983040935672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551
"b8f, a86, 1d9, writes, giz, max, lines, newsgroups, apr, date",D552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431377424226,0,0,0.459217112533,0,0,0,0,0,0,0,0,0,0.0946513648799,552
"gmt, god, writes, files, a86, one, file, lines, date, path",D553,0,0.372318245335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429471007954,0,0,0,0,0,0,0,0,0,0,0,0.185353603854,0,553
"god, use, windows, newsgroups, lines, one, apr, file, path, subject",D554,0,0,0,0.0577176712333,0,0,0,0,0,0,0,0,0,0,0,0.940086250335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554
"newsgroups, windows, gmt, organization, lines, apr, subject, writes, date, path",D555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986407978276,0.889692535506,0,0,0,0,0,0,0,0,0,0,0,0,0,555
"gmt, one, references, file, lines, date, path, organization, apr, max",D556,0,0,0,0,0.873355253574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120163264944,0,556
"max, b8f, a86, 1d9, lines, giz, newsgroups, subject, date, organization",D557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995546098807,0,0,0,0,0,0,0,0,0,0,557
"organization, date, subject, apr, lines, path, gmt, newsgroups, windows, references",D558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992839506173,0,0,0,558
"windows, subject, apr, path, date, organization, writes, newsgroups, lines, gmt",D559,0,0,0,0,0,0,0,0,0,0.986936936935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559
"windows, organization, writes, lines, apr, newsgroups, date, path, mouse, subject",D560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989377289377,0,0,0,0,0,0,0,560
"organization, date, subject, lines, apr, path, gmt, windows, newsgroups, references",D561,0,0,0,0,0,0,0,0,0,0.320639940774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666747446614,0,0,0,561
"apr, lines, newsgroups, organization, date, subject, windows, path, would, one",D562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984620292539,0,0,0,0,0,0,0,0.361740420412,0,0,0.532874473411,0,0,0,0,0,562
"gmt, one, references, path, subject, newsgroups, date, b8f, organization, a86",D563,0,0,0,0,0.727357990642,0,0,0,0,0,0.245191028966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
"path, newsgroups, date, subject, organization, apr, lines, gmt, god, references",D564,0,0,0,0,0,0,0.978985507246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D565,0,0,0,0.993045563549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565
"organization, apr, one, gmt, newsgroups, path, subject, jesus, lines, date",D566,0,0,0,0,0,0,0,0,0,0,0.0435159865042,0,0,0,0,0,0,0,0,0,0,0,0,0.953961490973,0,0,0,0,0,0,566
"windows, subject, lines, apr, newsgroups, path, organization, would, date, god",D567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990705128203,0,0,0,0,567
"windows, organization, writes, lines, apr, newsgroups, date, path, mouse, subject",D568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992731829574,0,0,0,0,0,0,0,568
"a86, b8f, max, lines, date, apr, references, newsgroups, organization, subject",D569,0,0,0,0,0,0,0,0,0.992786069652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569
"windows, subject, apr, path, date, organization, writes, newsgroups, lines, gmt",D570,0,0,0,0.138695753278,0,0,0,0,0,0.850576277373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570
"windows, subject, lines, apr, newsgroups, path, organization, would, date, god",D571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985990338164,0,0,0,0,571
"apr, lines, newsgroups, date, organization, subject, path, would, one, references",D572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993803418803,0,0,0,0,0,572
"max, a86, windows, b8f, 1d9, newsgroups, lines, subject, path, organization",D573,0,0,0,0,0,0.984408602151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991291291291,0,0,0,0,0,0,0,0,0,0,0,0,0,574
"apr, god, lines, path, organization, subject, jesus, windows, date, gmt",D575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994211576846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575
"max, newsgroups, lines, apr, path, date, organization, subject, windows, gmt",D576,0,0,0,0.217213693421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765816609609,576
"max, newsgroups, lines, apr, path, date, organization, subject, windows, gmt",D577,0,0,0,0.0947027352209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894691204173,577
"path, newsgroups, date, subject, organization, apr, lines, gmt, god, references",D578,0,0,0,0,0,0,0.982098765432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D579,0,0,0,0.968817204301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579
"max, b8f, god, apr, lines, one, newsgroups, organization, path, subject",D580,0,0,0,0,0,0,0,0,0,0,0,0,0.986574074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580
"organization, date, subject, apr, lines, path, gmt, windows, references, newsgroups",D581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615477891121,0,0.928928401364,0,0,0,581
"newsgroups, windows, gmt, lines, apr, organization, subject, max, writes, path",D582,0,0,0,0.160114556926,0,0.324512216512,0,0,0,0,0,0,0,0,0,0,0.491689016036,0,0,0,0,0,0,0,0,0,0,0,0,0,582
"would, apr, writes, path, organization, newsgroups, lines, date, article, subject",D583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979432624113,0,0,0,0,0,0,0,0,0,0,0,583
"file, lines, path, date, apr, max, newsgroups, organization, subject, windows",D584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139757214475,0,0.859179763505,0,584
"organization, apr, newsgroups, date, path, subject, gmt, lines, one, references",D585,0,0,0,0,0.972380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585
"writes, apr, god, article, newsgroups, subject, would, windows, date, organization",D586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364172306001,0,0,0.62741928559,0,0,586
"windows, subject, organization, apr, date, path, god, references, writes, lines",D587,0,0,0,0,0,0,0.520030964863,0,0,0.459679180064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
"apr, lines, newsgroups, date, organization, subject, path, one, would, references",D588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05907968529,0,0,0,0,0,0,0,0,0,0.939108016975,0,0,0,0,0,588
"writes, file, article, organization, date, subject, apr, lines, path, gmt",D589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778462633196,0,0,0,0,0,0,0,0,0,0,0,0,0.211962219289,0,0,0,589
"organization, date, subject, lines, apr, path, gmt, windows, newsgroups, references",D590,0,0,0,0.31192601459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676407318744,0,0,0,590
"max, b8f, a86, 1d9, path, lines, giz, newsgroups, subject, apr",D591,0,0,0,0,0,0,0.360640314896,0,0,0,0,0,0,0,0,0,0,0,0,0.62707898335,0,0,0,0,0,0,0,0,0,0,591
"writes, apr, god, newsgroups, article, subject, organization, would, windows, date",D592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992076502732,0,0,592
"lines, path, mouse, gmt, writes, god, newsgroups, apr, article, subject",D593,0,0,0,0,0,0,0,0,0,0.434598631485,0,0,0,0,0,0,0,0,0,0,0,0,0.390344450461,0,0,0,0,0.168390251387,0,0,593
"max, windows, subject, apr, lines, newsgroups, path, would, date, organization",D594,0,0,0,0,0,0,0,0,0.10110545954,0,0,0,0,0,0,0,0,0,0,0,0.21788628537,0,0,0,0,0.67380825509,0,0,0,0,594
"windows, writes, newsgroups, lines, apr, path, date, organization, mouse, subject",D595,0,0,0,0.169362137591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339846685957,0,0,0,0.479252714914,0,0,0,0,0,0,0,595
"organization, date, subject, apr, lines, path, gmt, newsgroups, windows, references",D596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992011019284,0,0,0,596
"file, lines, date, path, organization, max, newsgroups, apr, subject, windows",D597,0,0.124097860616,0,0.140082891832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722775769291,0,597
"apr, god, lines, path, organization, subject, jesus, windows, date, gmt",D598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988211382114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
"writes, apr, god, newsgroups, article, subject, organization, would, windows, date",D599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987280701754,0,0,599
"windows, subject, lines, apr, newsgroups, path, organization, would, date, god",D600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988065843621,0,0,0,0,600
"max, b8f, a86, 1d9, god, giz, use, one, file, organization",D601,0,0,0,0,0,0,0.0951082828028,0,0,0,0,0,0,0,0,0.347182555635,0.129171058329,0,0,0.308735676608,0,0,0,0,0,0,0.114426082539,0,0,0,601
"apr, god, lines, path, organization, subject, jesus, windows, date, gmt",D602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989930555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602
"organization, apr, newsgroups, date, path, subject, gmt, lines, one, references",D603,0,0,0,0,0.975213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603
"god, use, windows, lines, one, apr, file, newsgroups, path, subject",D604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991520467836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604
"gmt, one, references, writes, lines, file, organization, apr, newsgroups, date",D605,0,0,0,0,0.746934288329,0,0,0,0,0,0,0,0,0.250336666837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605
"max, b8f, a86, 1d9, newsgroups, lines, giz, subject, organization, date",D606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359652768794,0,0,0,0,0,0.623063280588,0,0,0,0,0,0,0,0,0,0,606
"windows, path, newsgroups, date, subject, lines, apr, organization, gmt, god",D607,0,0,0,0.960759612862,0,0,0.0264549990104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607
"max, b8f, a86, 1d9, 7ey, giz, 6um, qax, 7kn, 7ez",D608,0,0,0,0,0,0,0,0,0,0,0,0.999256981809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608
"windows, organization, writes, lines, apr, newsgroups, date, path, mouse, subject",D609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236852614457,0.752660494157,0,0,0,0,0,0,0,609
"file, article, newsgroups, windows, gmt, apr, lines, organization, subject, writes",D610,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978320822471,0,0,0.0166067137604,0,0,0,0,0,0,0,0,0,0,0,0,0,610
"organization, date, subject, apr, lines, path, gmt, newsgroups, windows, references",D611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976422764228,0,0,0,611
"windows, newsgroups, subject, jehovah, would, lines, one, apr, path, gmt",D612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991049382716,0,0,0,0,0,0,0,0,612
"max, b8f, a86, one, 1d9, lines, giz, newsgroups, subject, gmt",D613,0,0,0,0,0.496175435389,0,0.166508328285,0,0,0,0,0,0,0.0718584198985,0,0,0,0,0,0.255261737996,0,0,0,0,0,0,0,0,0,0,613
"organization, date, subject, apr, lines, path, gmt, newsgroups, windows, references",D614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978518518519,0,0,0,614
"max, god, files, a86, one, newsgroups, windows, gmt, organization, lines",D615,0,0.78335647077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203310195896,0,0,0,0,0,0,0,0,0,0,0,0,0,615
"writes, apr, god, article, newsgroups, subject, would, windows, date, organization",D616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144373418463,0,0.0867624325253,0.765389245408,0,0,616
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D617,0,0,0,0.975213675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D618,0,0,0,0.985572139301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618
"windows, newsgroups, lines, apr, know, path, date, organization, gmt, subject",D619,0,0,0,0.208211371659,0,0,0,0.777205295008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619
"b8f, a86, file, lines, date, path, organization, max, newsgroups, apr",D620,0,0.119695637091,0,0.0134263768202,0,0,0,0.0781389538443,0,0,0,0,0,0,0,0,0,0,0,0,0.576686360432,0,0,0,0,0,0,0,0.198827399968,0,620
"windows, writes, mouse, god, apr, lines, jesus, gmt, newsgroups, date",D621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101689312566,0,0,0,0,0,0,0,0.813887577817,0,0.08296915162,0,0,0,0,0,621
"organization, writes, date, windows, newsgroups, subject, jehovah, would, apr, lines",D622,0,0,0,0,0,0,0.102759258458,0,0,0,0,0,0,0,0,0,0.697179924344,0,0,0,0,0.193293899905,0,0,0,0,0,0,0,0,622
"max, a86, windows, b8f, 1d9, newsgroups, lines, subject, path, organization",D623,0,0,0,0,0,0.979861111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623
"organization, apr, one, newsgroups, path, gmt, subject, jesus, lines, date",D624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982424242424,0,0,0,0,0,0,624
"would, apr, writes, path, organization, newsgroups, lines, date, article, subject",D625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988065843621,0,0,0,0,0,0,0,0,0,0,0,625
"max, windows, b8f, subject, apr, lines, newsgroups, path, one, organization",D626,0,0,0,0,0.033066669446,0,0,0,0,0,0,0,0.56106948281,0,0,0,0,0,0,0,0,0,0,0,0,0.39721000159,0,0,0,0,626
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990136054422,0,0,0,0,0,0,0,0,0,0,0,0,0,627
"max, writes, file, article, newsgroups, lines, one, would, references, apr",D628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371319819767,0.0919278092151,0,0,0,0,0,0,0,0,0,0.313128928571,0,0,0,0,0.220377499875,628
"apr, lines, newsgroups, date, organization, subject, path, would, one, references",D629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98619047619,0,0,0,0,0,629
"jesus, gmt, writes, god, article, would, mouse, file, lines, path",D630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84005767468,0,0,0,0,0,0,0,0.0286602481708,0,0,0,0,0.110654939424,0.0134214623714,0,630
"max, image, lines, jpeg, newsgroups, date, gmt, windows, file, organization",D631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976984126984,0,0,0,0,0,0,0,0,0,0,0,0,631
"windows, organization, writes, lines, apr, newsgroups, date, path, mouse, subject",D632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992266666667,0,0,0,0,0,0,0,632
"file, lines, date, path, apr, max, newsgroups, organization, subject, windows",D633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989138576779,0,633
"writes, apr, god, newsgroups, article, subject, organization, would, windows, date",D634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987606837606,0,0,634
"windows, subject, lines, apr, newsgroups, path, would, date, organization, gmt",D635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34608228154,0,0,0,0,0,0,0,0,0.642806607348,0,0,0,0,635
"apr, lines, newsgroups, date, organization, subject, path, would, one, references",D636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978518518518,0,0,0,0,0,636
"windows, subject, apr, path, date, organization, writes, newsgroups, lines, gmt",D637,0,0,0,0,0,0,0,0,0,0.982424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637
"newsgroups, windows, gmt, lines, apr, organization, subject, writes, date, path",D638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977519379844,0,0,0,0,0,0,0,0,0,0,0,0,0,638
"organization, date, subject, lines, apr, path, gmt, windows, newsgroups, references",D639,0,0,0,0.274522758868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860960741677,0,0,0,0.633611936195,0,0,0,639
"writes, organization, date, subject, lines, apr, path, gmt, windows, references",D640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856637702688,0,0,0,0,0,0,0,0,0,0.135584519535,0,0,0,640
"would, apr, writes, path, organization, newsgroups, lines, date, article, subject",D641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979432624113,0,0,0,0,0,0,0,0,0,0,0,641
"writes, god, article, apr, newsgroups, subject, would, windows, date, organization",D642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02215069029,0,0,0,0,0,0,0,0,0,0.038173105637,0.937816699941,0,0,642
"file, lines, date, path, apr, max, newsgroups, organization, subject, windows",D643,0,0,0,0,0,0,0,0,0.112725675401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876029344679,0,643
"newsgroups, apr, path, date, organization, gmt, subject, lines, windows, one",D644,0,0,0,0.31452877701,0.66965201395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644
"path, newsgroups, date, subject, organization, apr, lines, gmt, god, references",D645,0,0,0,0,0,0,0.992140921409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645
"lines, apr, newsgroups, date, organization, subject, path, would, one, references",D646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07816197394,0,0,0,0,0,0,0.261258884916,0.65811338772,0,0,0,0,0,646
"windows, organization, writes, lines, apr, newsgroups, date, path, mouse, subject",D647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989930555556,0,0,0,0,0,0,0,647
"gmt, god, apr, lines, organization, newsgroups, date, subject, path, would",D648,0,0,0,0,0,0,0.758914663692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233108128331,0,0,0,0,0,648
"newsgroups, windows, gmt, organization, lines, apr, subject, writes, date, path",D649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394460717582,0.566650393529,0,0,0,0,0,0,0,0,0,0,0,0,0,649
"max, image, lines, jpeg, newsgroups, date, gmt, windows, file, organization",D650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992328042328,0,0,0,0,0,0,0,0,0,0,0,0,650
"writes, file, newsgroups, article, apr, god, lines, organization, path, subject",D651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721187487,0.272049227975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651
"organization, apr, newsgroups, date, path, subject, gmt, lines, one, references",D652,0,0,0,0,0.973148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652
"path, newsgroups, date, subject, organization, apr, lines, gmt, god, references",D653,0,0,0,0,0,0,0.988888888886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653
"path, newsgroups, date, subject, organization, apr, lines, gmt, god, references",D654,0,0,0,0,0,0,0.982098765432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654
"windows, path, date, lines, organization, subject, newsgroups, apr, references, gmt",D655,0,0,0,0.989492753623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655
"windows, gmt, lines, apr, newsgroups, date, organization, subject, path, would",D656,0,0,0,0.536631923226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455322099762,0,0,0,0,0,656
"windows, writes, newsgroups, lines, apr, path, date, organization, mouse, subject",D657,0,0,0,0.166216297945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820998313927,0,0,0,0,0,0,0,657
"know, organization, date, subject, lines, apr, path, gmt, would, windows",D658,0,0,0,0.198576792413,0,0,0,0.572099367218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120622618724,0.104091292567,0,0,0,658
"a86, b8f, max, lines, date, apr, references, newsgroups, organization, subject",D659,0,0,0,0,0,0,0,0,0.995166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659
"max, image, windows, jpeg, date, file, organization, newsgroups, subject, jehovah",D660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624737986628,0,0,0,0.368191306301,0,0,0,0,0,0,0,0,660
